,ControllerSupport,PlatformMac,PlatformWindows,PlatformLinux
1956,True,True,True,True
1957,True,True,True,True
1958,False,True,True,False
1959,True,True,True,True
1960,False,True,True,True
1961,True,True,True,True
1962,False,True,True,True
1963,False,False,True,False
1964,True,False,True,False
1965,True,False,True,False
1966,True,False,True,False
1967,True,False,True,False
1968,False,False,True,False
1969,False,True,True,True
1970,True,False,True,False
1971,True,False,True,False
1972,True,False,True,False
1973,True,False,True,False
1974,False,False,True,False
1975,True,False,True,False
1976,False,False,True,False
1977,False,True,True,True
1978,True,True,True,True
1979,True,False,True,False
1980,True,False,True,False
1981,False,False,True,False
1982,True,False,True,False
1983,True,False,True,False
1984,False,False,True,False
1985,False,False,True,False
1986,False,False,True,False
1987,False,False,True,False
1988,True,False,True,False
1989,True,True,True,True
1990,False,False,True,False
1991,False,False,True,False
1992,False,False,True,False
1993,False,False,True,False
1994,True,True,True,False
1995,False,False,True,False
1996,False,False,True,False
1997,False,False,True,False
1998,False,False,True,False
1999,False,True,True,True
2000,False,False,True,False
2001,False,False,True,False
2002,True,False,True,False
2003,False,False,True,False
2004,True,False,True,False
2005,False,True,True,True
2006,False,False,True,False
2007,False,False,True,False
2008,False,False,True,False
2009,False,False,True,False
2010,False,True,True,False
2011,True,False,True,False
2012,True,True,True,True
2013,False,True,True,True
2014,False,True,True,False
2015,False,False,True,False
2016,False,False,True,False
2017,False,True,True,False
2018,True,True,True,True
2019,True,False,True,False
2020,True,True,True,True
2021,False,True,True,False
2022,False,False,True,False
2023,False,False,True,False
2024,False,False,True,False
2025,False,False,True,False
2026,False,False,True,False
2027,False,False,True,False
2028,True,False,True,False
2029,True,True,True,True
2030,True,True,True,True
2031,True,False,True,False
2032,False,False,True,False
2033,False,False,True,False
2034,False,False,True,False
2035,False,True,True,True
2036,True,False,True,False
2037,False,False,True,False
2038,False,False,True,False
2039,False,False,True,False
2040,True,False,True,False
2041,False,True,True,True
2042,True,True,True,False
2043,True,False,True,False
2044,True,False,True,False
2045,False,True,True,True
2046,False,False,True,False
2047,True,False,True,False
2048,False,True,True,True
2049,False,False,True,False
2050,False,True,True,False
2051,False,True,True,True
2052,False,False,True,False
2053,False,True,True,True
2054,True,False,True,False
2055,False,False,True,False
2056,False,False,True,False
2057,False,False,True,False
2058,True,True,True,True
2059,False,False,True,False
2060,False,True,True,True
2061,False,False,True,False
2062,True,True,True,True
2063,False,False,True,False
2064,False,False,True,False
2065,False,False,True,False
2066,False,True,True,True
2067,False,True,True,False
2068,False,True,True,False
2069,False,False,True,False
2070,False,False,True,False
2071,True,True,True,False
2072,False,True,True,True
2073,False,False,True,False
2074,False,False,True,False
2075,False,False,True,False
2076,False,False,True,False
2077,True,False,True,False
2078,False,True,True,True
2079,False,False,True,False
2080,False,False,True,False
2081,False,False,True,False
2082,False,False,True,False
2083,False,False,True,False
2084,False,True,True,True
2085,True,False,True,False
2086,False,True,True,True
2087,False,False,True,False
2088,False,False,True,False
2089,False,True,True,True
2090,False,False,True,False
2091,False,False,True,False
2092,False,False,True,False
2093,False,True,True,False
2094,True,True,True,True
2095,True,False,True,False
2096,False,True,True,True
2097,False,True,True,True
2098,False,False,True,False
2099,False,True,True,False
2100,False,False,True,False
2101,False,False,True,False
2102,False,False,True,False
2103,True,False,True,False
2104,False,False,True,False
2105,False,False,True,False
2106,False,True,True,False
2107,False,False,True,False
2108,False,True,True,False
2109,False,True,True,True
2110,False,True,True,False
2111,True,False,True,False
2112,False,True,True,True
2113,False,True,True,True
2114,False,False,True,False
2115,False,False,True,False
2116,False,False,True,False
2117,True,True,True,True
2118,False,False,True,True
2119,False,False,True,False
2120,False,True,True,False
2121,False,False,True,False
2122,True,True,True,True
2123,False,True,True,False
2124,False,False,True,False
2125,True,True,True,True
2126,False,False,True,False
2127,False,False,True,False
2128,True,True,True,True
2129,False,True,True,False
2130,True,True,True,True
2131,False,True,True,True
2132,False,False,True,True
2133,False,True,True,True
2134,False,True,True,True
2135,False,True,True,True
2136,False,True,True,True
2137,False,False,True,False
2138,False,True,True,False
2139,False,False,True,False
2140,True,False,True,False
2141,True,True,True,True
2142,False,False,True,False
2143,True,False,True,False
2144,True,True,True,True
2145,True,True,True,True
2146,False,True,True,False
2147,False,False,True,False
2148,False,False,True,False
2149,False,True,True,False
2150,True,False,True,False
2151,True,True,True,False
2152,True,True,True,True
2153,True,True,True,True
2154,True,False,True,False
2155,True,True,True,True
2156,False,True,True,True
2157,False,True,True,True
2158,False,False,True,False
2159,True,False,True,False
2160,False,True,True,False
2161,False,False,True,False
2162,False,True,True,True
2163,False,True,True,False
2164,False,True,True,True
2165,True,True,True,False
2166,False,False,True,False
2167,False,False,True,False
2168,True,True,True,True
2169,False,True,True,True
2170,False,False,True,False
2171,True,True,True,True
2172,False,True,True,True
2173,True,True,True,True
2174,False,False,True,False
2175,False,True,True,True
2176,False,False,True,False
2177,False,True,True,True
2178,False,True,True,True
2179,False,True,True,True
2180,True,False,True,False
2181,False,False,True,False
2182,True,False,True,False
2183,True,False,True,False
2184,False,True,True,True
2185,True,False,True,False
2186,False,False,True,False
2187,False,False,True,False
2188,False,True,True,True
2189,True,True,True,True
2190,True,True,True,False
2191,False,False,True,False
2192,False,False,True,False
2193,False,False,True,False
2194,False,True,True,True
2195,False,False,True,False
2196,True,True,True,False
2197,False,False,True,False
2198,False,True,True,False
2199,True,True,True,True
2200,False,True,True,True
2201,True,True,True,False
2202,True,False,True,False
2203,False,True,True,False
2204,False,False,True,False
2205,False,False,True,False
2206,False,True,True,False
2207,False,True,True,False
2208,False,True,True,False
2209,True,True,True,False
2210,False,False,True,False
2211,False,False,True,False
2212,False,True,True,True
2213,False,False,True,False
2214,False,True,True,False
2215,False,False,True,False
2216,True,True,True,True
2217,False,True,True,True
2218,False,False,True,False
2219,True,True,True,True
2220,False,False,True,False
2221,True,True,True,True
2222,False,False,True,False
2223,False,False,True,False
2224,False,False,True,False
2225,False,False,True,False
2226,False,True,True,True
2227,False,True,True,True
2228,True,False,True,False
2229,True,False,True,False
2230,True,False,True,False
2231,True,False,True,False
2232,True,False,True,False
2233,True,False,True,False
2234,True,True,True,False
2235,False,True,True,True
2236,False,False,True,False
2237,False,True,True,True
2238,True,False,True,False
2239,False,False,True,False
2240,False,False,True,False
2241,False,False,True,False
2242,True,False,True,False
2243,False,False,True,False
2244,True,True,True,True
2245,False,False,True,False
2246,False,True,True,True
2247,False,True,True,True
2248,False,True,True,True
2249,True,False,True,False
2250,False,False,True,False
2251,True,False,True,False
2252,True,False,True,False
2253,False,True,True,False
2254,True,True,True,True
2255,False,True,True,True
2256,True,False,True,False
2257,True,True,True,True
2258,False,False,True,False
2259,False,False,True,False
2260,True,True,True,True
2261,False,True,True,False
2262,False,True,True,False
2263,False,True,True,False
2264,True,False,True,False
2265,False,True,True,True
2266,False,False,True,False
2267,False,True,True,False
2268,True,True,True,True
2269,True,True,True,True
2270,True,True,True,True
2271,True,False,True,False
2272,True,True,True,True
2273,True,True,True,False
2274,True,True,True,True
2275,False,True,True,False
2276,False,False,True,False
2277,False,True,True,True
2278,False,True,True,True
2279,False,True,True,False
2280,False,False,True,False
2281,False,True,True,True
2282,False,True,True,True
2283,False,True,True,False
2284,False,False,True,False
2285,True,False,True,True
2286,True,True,True,False
2287,True,True,True,True
2288,False,False,True,False
2289,True,False,True,False
2290,True,False,True,False
2291,False,False,True,False
2292,False,True,True,True
2293,False,True,True,False
2294,False,False,True,False
2295,False,True,True,True
2296,False,False,True,False
2297,True,True,True,True
2298,False,True,True,True
2299,False,False,True,False
2300,False,False,True,False
2301,False,True,True,False
2302,False,True,True,False
2303,False,False,True,False
2304,True,False,True,False
2305,True,False,True,False
2306,True,False,True,False
2307,True,False,True,False
2308,False,True,True,True
2309,True,False,True,False
2310,False,True,True,True
2311,True,False,True,False
2312,False,True,True,True
2313,True,False,True,False
2314,True,False,True,False
2315,False,False,True,False
2316,True,True,True,True
2317,False,False,True,False
2318,False,True,True,False
2319,False,False,True,False
2320,True,False,True,False
2321,True,False,True,False
2322,False,False,True,False
2323,False,True,True,True
2324,True,True,True,True
2325,False,False,True,False
2326,False,False,True,False
2327,True,True,True,True
2328,True,False,True,False
2329,False,True,True,True
2330,False,False,True,False
2331,False,True,True,True
2332,True,False,True,False
2333,True,True,True,True
2334,True,False,True,False
2335,False,False,True,False
2336,False,False,True,False
2337,False,True,True,False
2338,False,False,True,False
2339,False,True,True,True
2340,True,False,True,False
2341,False,True,True,True
2342,False,True,True,True
2343,False,False,True,False
2344,False,False,True,False
2345,False,False,True,False
2346,False,False,True,False
2347,False,False,True,False
2348,False,False,True,False
2349,False,False,True,False
2350,False,False,True,False
2351,False,False,True,False
2352,True,True,True,True
2353,False,True,True,True
2354,False,True,True,False
2355,False,True,True,False
2356,True,True,True,False
2357,False,False,True,False
2358,True,False,True,False
2359,False,False,True,False
2360,False,False,True,False
2361,False,True,True,False
2362,True,True,True,True
2363,True,False,True,False
2364,False,False,True,False
2365,False,True,True,False
2366,True,False,True,True
2367,False,False,True,False
2368,False,True,True,True
2369,False,False,True,False
2370,False,False,True,False
2371,False,False,True,False
2372,False,False,True,False
2373,False,True,True,False
2374,False,False,True,False
2375,False,False,True,False
2376,False,True,True,False
2377,False,False,True,False
2378,False,False,True,False
2379,False,False,True,False
2380,False,False,True,False
2381,False,True,True,False
2382,True,False,True,False
2383,False,True,True,True
2384,True,True,True,True
2385,False,True,True,True
2386,False,False,True,False
2387,True,True,True,True
2388,True,False,True,False
2389,False,False,True,False
2390,True,False,True,True
2391,False,True,True,False
2392,False,False,True,False
2393,False,False,True,False
2394,False,True,True,True
2395,True,True,True,True
2396,True,False,True,False
2397,True,False,True,False
2398,False,False,True,False
2399,False,True,True,True
2400,False,True,True,True
2401,False,True,True,True
2402,False,True,True,False
2403,False,True,True,True
2404,False,False,True,False
2405,False,True,True,True
2406,False,False,True,False
2407,False,False,True,False
2408,True,True,True,True
2409,False,True,True,True
2410,True,True,True,True
2411,True,False,True,False
2412,False,True,True,False
2413,False,True,True,False
2414,False,True,True,True
2415,False,False,True,False
2416,True,True,True,True
2417,True,True,True,True
2418,False,False,True,False
2419,False,True,True,False
2420,False,True,True,False
2421,False,False,True,False
2422,True,True,True,True
2423,False,False,True,False
2424,False,False,True,False
2425,False,False,True,False
2426,True,False,True,False
2427,False,True,True,True
2428,False,False,True,False
2429,True,False,True,False
2430,True,False,True,False
2431,False,True,True,False
2432,True,True,True,True
2433,True,True,True,True
2434,False,False,True,False
2435,True,False,True,False
2436,True,True,True,True
2437,True,False,True,True
2438,True,False,True,False
2439,False,False,True,False
2440,False,False,True,False
2441,False,False,True,False
2442,False,False,True,False
2443,True,False,True,False
2444,False,False,True,False
2445,True,False,True,False
2446,False,True,True,False
2447,False,False,True,False
2448,True,False,True,False
2449,False,False,True,False
2450,False,True,True,True
2451,False,True,True,False
2452,False,False,True,False
2453,True,True,True,True
2454,False,True,True,False
2455,False,False,True,False
2456,False,False,True,False
2457,False,True,True,False
2458,False,True,True,True
2459,True,False,True,True
2460,True,True,True,True
2461,False,False,True,False
2462,False,True,True,True
2463,False,False,True,False
2464,True,True,True,True
2465,False,True,True,True
2466,False,True,True,True
2467,True,False,True,False
2468,False,False,True,False
2469,False,True,True,True
2470,True,False,True,False
2471,False,True,True,True
2472,False,True,True,True
2473,False,True,True,True
2474,True,False,True,False
2475,False,True,True,False
2476,True,True,True,False
2477,False,True,True,False
2478,False,False,True,False
2479,False,False,True,False
2480,False,False,True,False
2481,True,False,True,False
2482,False,False,True,False
2483,False,True,True,True
2484,True,True,True,True
2485,False,False,True,False
2486,False,True,True,False
2487,False,True,True,False
2488,True,False,True,False
2489,False,False,True,False
2490,False,False,True,False
2491,True,True,True,True
2492,True,True,True,True
2493,False,True,True,False
2494,True,True,True,True
2495,True,False,True,False
2496,True,True,True,True
2497,True,False,True,False
2498,True,False,True,False
2499,True,True,True,True
2500,True,True,True,False
2501,True,True,True,False
2502,False,True,True,False
2503,False,False,True,False
2504,True,True,True,True
2505,True,False,True,False
2506,False,True,True,True
2507,False,True,True,True
2508,True,False,True,False
2509,False,False,True,False
2510,True,True,True,False
2511,True,True,True,True
2512,False,True,True,True
2513,False,True,True,True
2514,True,True,True,True
2515,False,False,True,False
2516,False,False,True,False
2517,True,True,True,True
2518,True,False,True,False
2519,True,True,True,True
2520,True,True,True,True
2521,False,False,True,False
2522,False,True,True,True
2523,True,False,True,False
2524,False,True,True,True
2525,False,False,True,False
2526,False,False,True,False
2527,True,True,True,True
2528,True,False,True,False
2529,True,False,True,False
2530,False,False,True,False
2531,False,False,True,False
2532,True,True,True,True
2533,False,False,True,False
2534,True,True,True,True
2535,False,True,True,False
2536,True,True,True,True
2537,True,True,True,True
2538,True,False,True,False
2539,False,True,True,True
2540,False,True,True,True
2541,False,True,True,True
2542,True,True,True,True
2543,False,False,True,False
2544,False,True,True,True
2545,False,True,True,False
2546,False,True,True,False
2547,False,False,True,False
2548,False,False,True,True
2549,False,True,True,False
2550,False,True,True,False
2551,False,False,True,False
2552,True,True,True,True
2553,True,True,True,True
2554,True,True,True,True
2555,False,True,True,False
2556,False,True,True,False
2557,False,False,True,False
2558,False,False,True,False
2559,True,True,True,True
2560,False,True,True,False
2561,False,False,True,False
2562,False,True,True,True
2563,False,False,True,False
2564,False,False,True,False
2565,False,True,True,True
2566,True,False,True,False
2567,False,True,True,True
2568,True,True,True,True
2569,False,True,True,False
2570,True,False,True,False
2571,False,True,True,True
2572,True,True,True,True
2573,True,True,True,False
2574,False,True,True,True
2575,True,False,True,False
2576,False,True,True,True
2577,True,False,True,False
2578,False,True,True,False
2579,False,True,True,False
2580,True,True,True,True
2581,True,True,True,True
2582,False,True,True,True
2583,False,True,True,False
2584,False,True,True,False
2585,False,False,True,False
2586,True,True,True,True
2587,True,False,True,False
2588,False,True,True,False
2589,False,False,True,False
2590,False,True,True,True
2591,False,False,True,False
2592,False,False,True,False
2593,True,True,True,True
2594,True,True,True,True
2595,True,True,True,True
2596,False,False,True,True
2597,False,False,True,False
2598,False,True,True,True
2599,False,False,True,False
2600,True,True,True,False
2601,False,False,True,False
2602,False,True,True,True
2603,False,True,True,True
2604,True,True,True,True
2605,True,True,True,False
2606,False,True,True,True
2607,True,True,True,True
2608,False,True,True,True
2609,False,False,True,False
2610,False,False,True,False
2611,False,True,True,False
2612,False,True,True,True
2613,True,False,True,False
2614,False,True,True,True
2615,True,True,True,True
2616,False,False,True,False
2617,True,False,True,False
2618,False,False,True,False
2619,True,False,True,False
2620,False,False,True,False
2621,False,True,True,True
2622,False,True,True,False
2623,False,True,True,False
2624,False,True,True,True
2625,False,True,True,True
2626,False,True,True,False
2627,False,True,True,False
2628,False,True,True,False
2629,False,False,True,False
2630,False,True,True,False
2631,False,True,True,False
2632,False,True,True,True
2633,False,True,True,True
2634,True,False,True,False
2635,True,False,True,False
2636,False,False,True,False
2637,False,False,True,False
2638,False,False,True,False
2639,False,False,True,False
2640,True,True,True,True
2641,True,False,True,False
2642,False,False,True,False
2643,False,False,True,False
2644,False,False,True,False
2645,False,False,True,False
2646,False,False,True,False
2647,False,False,True,False
2648,False,False,True,False
2649,True,False,True,False
2650,True,False,True,False
2651,True,True,True,True
2652,False,False,True,False
2653,False,False,True,False
2654,True,True,True,True
2655,False,False,True,False
2656,True,True,True,True
2657,True,False,True,False
2658,True,False,True,False
2659,False,False,True,False
2660,False,False,True,False
2661,False,True,True,True
2662,False,False,True,False
2663,False,True,True,True
2664,True,True,True,True
2665,False,True,True,True
2666,False,True,True,False
2667,False,False,True,False
2668,False,True,True,True
2669,False,False,True,False
2670,False,False,True,False
2671,True,False,True,False
2672,False,False,True,False
2673,False,False,True,False
2674,False,False,True,False
2675,False,False,True,False
2676,False,False,True,False
2677,False,False,True,False
2678,False,False,True,False
2679,True,False,True,False
2680,True,False,True,False
2681,True,False,True,False
2682,False,True,True,False
2683,False,False,True,False
2684,True,True,True,True
2685,False,True,True,False
2686,False,False,True,False
2687,False,True,True,True
2688,False,True,True,True
2689,False,True,True,False
2690,True,True,True,True
2691,False,False,True,False
2692,False,True,True,False
2693,False,False,True,False
2694,False,True,True,True
2695,False,True,True,True
2696,True,True,True,True
2697,False,True,True,False
2698,True,False,True,False
2699,True,False,True,True
2700,True,False,True,False
2701,True,True,True,True
2702,True,True,True,True
2703,False,True,True,True
2704,False,False,True,False
2705,False,True,True,False
2706,False,True,True,True
2707,True,False,True,False
2708,True,False,True,False
2709,True,True,True,False
2710,False,True,True,True
2711,False,True,True,False
2712,False,False,True,False
2713,True,False,True,False
2714,False,False,True,False
2715,True,False,True,False
2716,False,False,True,False
2717,True,False,True,False
2718,True,False,True,False
2719,True,False,True,False
2720,False,False,True,False
2721,False,False,True,False
2722,True,True,True,True
2723,False,False,True,False
2724,False,True,True,True
2725,True,False,True,False
2726,True,True,True,True
2727,False,False,True,False
2728,False,True,True,True
2729,False,False,True,False
2730,False,True,True,True
2731,False,False,True,False
2732,False,False,True,False
2733,False,False,True,False
2734,False,True,True,False
2735,False,True,True,True
2736,False,True,True,False
2737,False,True,True,True
2738,False,True,True,True
2739,True,True,True,True
2740,False,True,True,False
2741,False,True,True,True
2742,True,True,True,True
2743,False,True,True,True
2744,False,False,True,False
2745,False,True,True,True
2746,False,True,True,True
2747,False,False,True,False
2748,False,False,True,False
2749,False,True,True,True
2750,False,True,True,True
2751,False,True,True,True
2752,False,True,True,True
2753,True,False,True,False
2754,True,True,True,True
2755,False,False,True,False
2756,True,True,True,True
2757,True,False,True,False
2758,False,False,True,False
2759,False,False,True,False
2760,False,False,True,False
2761,False,False,True,False
2762,False,False,True,False
2763,False,False,True,False
2764,False,False,True,False
2765,False,False,True,False
2766,False,False,True,False
2767,False,False,True,False
2768,True,False,True,False
2769,True,True,True,True
2770,False,False,True,False
2771,False,False,True,False
2772,False,False,True,False
2773,True,False,True,False
2774,False,False,True,False
2775,False,True,True,True
2776,False,True,True,True
2777,False,False,True,False
2778,False,True,True,False
2779,False,True,True,False
2780,False,False,True,False
2781,True,True,True,True
2782,False,False,True,False
2783,False,False,True,False
2784,False,False,True,False
2785,False,False,True,False
2786,False,False,True,False
2787,False,False,True,False
2788,False,False,True,False
2789,False,True,True,True
2790,False,False,True,False
2791,True,True,True,False
2792,True,False,True,False
2793,True,True,True,True
2794,False,True,True,True
2795,False,False,True,False
2796,False,False,True,False
2797,True,True,True,False
2798,False,True,True,False
2799,True,True,True,False
2800,True,False,True,False
2801,False,False,True,False
2802,True,True,True,True
2803,True,True,True,True
2804,False,False,True,True
2805,False,False,True,False
2806,False,False,True,False
2807,True,False,True,False
2808,False,False,True,False
2809,False,True,True,False
2810,False,False,True,False
2811,False,False,True,False
2812,False,True,True,True
2813,False,True,True,False
2814,False,True,True,True
2815,False,False,True,False
2816,False,True,True,True
2817,True,False,True,False
2818,False,True,True,True
2819,True,False,True,False
2820,False,True,True,False
2821,False,False,True,False
2822,False,True,True,True
2823,False,True,True,True
2824,False,False,True,False
2825,True,False,True,False
2826,False,True,True,True
2827,False,False,True,False
2828,True,False,True,False
2829,False,False,True,False
2830,False,True,True,False
2831,False,False,True,False
2832,True,True,True,True
2833,False,True,True,False
2834,True,True,True,False
2835,False,True,True,True
2836,True,True,True,True
2837,False,True,True,True
2838,True,True,True,False
2839,False,False,True,False
2840,True,True,True,True
2841,False,True,True,True
2842,False,False,True,False
2843,False,False,True,False
2844,False,False,True,False
2845,False,True,True,True
2846,False,False,True,False
2847,False,False,True,False
2848,True,True,True,True
2849,False,False,True,False
2850,False,True,True,True
2851,True,True,True,True
2852,False,False,True,False
2853,False,False,True,False
2854,False,False,True,False
2855,False,True,True,False
2856,False,False,True,False
2857,False,False,True,False
2858,True,False,True,False
2859,True,True,True,True
2860,False,True,True,True
2861,False,True,True,True
2862,False,False,True,False
2863,False,False,True,False
2864,False,True,True,True
2865,False,True,True,True
2866,False,False,True,False
2867,False,True,True,True
2868,False,True,True,False
2869,False,False,True,False
2870,False,False,True,False
2871,False,False,True,False
2872,True,False,True,False
2873,False,False,True,False
2874,True,True,True,False
2875,True,True,True,False
2876,False,True,True,True
2877,False,True,True,False
2878,False,False,True,False
2879,False,False,True,False
2880,False,True,True,True
2881,True,False,True,False
2882,True,True,True,True
2883,False,False,True,False
2884,True,True,True,True
2885,True,True,True,False
2886,False,True,True,True
2887,False,True,True,True
2888,True,False,True,True
2889,False,True,True,True
2890,False,False,True,False
2891,False,True,True,True
2892,True,True,True,True
2893,False,False,True,False
2894,True,False,True,False
2895,False,False,True,False
2896,False,False,True,False
2897,False,True,True,True
2898,True,True,True,False
2899,False,False,True,False
2900,False,True,True,True
2901,False,False,True,False
2902,False,True,True,True
2903,False,False,True,False
2904,False,False,True,False
2905,True,True,True,True
2906,False,False,True,False
2907,False,False,True,False
2908,False,True,True,True
2909,True,False,True,False
2910,False,False,True,True
2911,False,False,True,False
2912,True,True,True,False
2913,True,True,True,False
2914,False,True,True,False
2915,True,True,True,True
2916,False,False,True,False
2917,False,False,True,False
2918,True,False,True,False
2919,False,True,True,False
2920,False,False,True,False
2921,False,True,True,False
2922,False,True,True,True
2923,True,True,True,False
2924,False,True,True,False
2925,True,False,True,False
2926,False,False,True,False
2927,False,False,True,False
2928,False,True,True,True
2929,False,True,True,True
2930,False,False,True,False
2931,True,False,True,False
2932,False,True,True,True
2933,True,False,True,False
2934,False,False,True,False
2935,True,True,True,True
2936,False,False,True,False
2937,False,True,True,True
2938,True,True,True,True
2939,True,False,True,False
2940,False,True,True,True
2941,False,False,True,True
2942,False,True,True,True
2943,False,False,True,False
2944,False,False,True,False
2945,False,False,True,False
2946,False,True,True,False
2947,False,True,True,True
2948,False,True,True,True
2949,False,False,True,False
2950,False,False,True,False
2951,False,False,True,False
2952,False,False,True,False
2953,False,True,True,True
2954,True,False,True,False
2955,False,False,True,False
2956,False,False,True,False
2957,False,False,True,False
2958,True,False,True,False
2959,False,False,True,False
2960,False,True,True,True
2961,False,False,True,False
2962,False,False,True,False
2963,False,True,True,False
2964,False,False,True,False
2965,True,False,True,False
2966,True,True,True,True
2967,False,False,True,False
2968,False,False,True,False
2969,False,True,True,False
2970,False,True,True,True
2971,False,True,True,True
2972,False,False,True,False
2973,False,False,True,False
2974,False,False,True,False
2975,True,False,True,False
2976,True,True,True,False
2977,True,False,True,False
2978,False,False,True,False
2979,False,False,True,False
2980,False,True,True,True
2981,False,True,True,True
2982,False,True,True,True
2983,False,False,True,False
2984,False,False,True,False
2985,False,False,True,False
2986,False,False,True,False
2987,False,False,True,False
2988,True,False,True,False
2989,True,False,True,False
2990,False,True,True,True
2991,True,True,True,True
2992,True,True,True,False
2993,False,False,True,False
2994,False,False,True,False
2995,False,True,True,True
2996,True,True,True,True
2997,False,False,True,False
2998,False,False,True,False
2999,False,True,True,True
3000,True,False,True,False
3001,False,True,True,False
3002,False,True,True,True
3003,False,False,True,False
3004,False,False,True,False
3005,False,True,True,True
3006,False,True,True,True
3007,False,False,True,False
3008,False,False,True,False
3009,False,True,True,True
3010,False,True,True,False
3011,False,False,True,False
3012,False,False,True,False
3013,False,True,True,True
3014,True,False,True,False
3015,False,True,True,False
3016,True,False,True,False
3017,True,True,True,True
3018,False,False,True,False
3019,True,True,True,True
3020,False,False,True,False
3021,False,True,True,True
3022,False,False,True,False
3023,False,False,True,False
3024,False,True,True,False
3025,True,False,True,False
3026,True,False,True,False
3027,True,True,True,True
3028,True,False,True,False
3029,False,False,True,False
3030,True,True,True,False
3031,False,True,True,True
3032,False,False,True,False
3033,False,False,True,False
3034,False,False,True,False
3035,False,False,True,False
3036,False,True,True,True
3037,True,True,True,True
3038,True,True,True,True
3039,True,True,True,True
3040,True,True,True,False
3041,False,False,True,False
3042,True,False,True,False
3043,False,True,True,True
3044,False,True,True,True
3045,False,True,True,True
3046,False,True,True,False
3047,True,True,True,False
3048,False,True,True,True
3049,False,True,True,True
3050,False,True,True,True
3051,False,False,True,False
3052,False,False,True,False
3053,False,False,True,False
3054,False,True,True,True
3055,True,True,True,True
3056,False,False,True,False
3057,True,True,True,True
3058,False,False,True,False
3059,True,True,True,True
3060,False,True,True,False
3061,True,True,True,True
3062,True,False,True,False
3063,True,True,True,False
3064,True,True,True,True
3065,False,True,True,True
3066,False,False,True,False
3067,True,False,True,False
3068,False,True,True,True
3069,True,False,True,False
3070,True,True,True,False
3071,False,True,True,True
3072,False,True,True,True
3073,False,False,True,False
3074,False,False,True,False
3075,False,True,True,False
3076,False,False,True,False
3077,False,True,True,False
3078,False,True,True,True
3079,True,False,True,False
3080,False,False,True,False
3081,False,True,True,False
3082,False,False,True,False
3083,False,False,True,False
3084,False,False,True,False
3085,False,False,True,False
3086,False,False,True,False
3087,False,True,True,True
3088,True,False,True,False
3089,False,False,True,False
3090,False,True,True,False
3091,False,True,True,True
3092,False,False,True,False
3093,False,True,True,True
3094,False,False,True,False
3095,False,True,True,True
3096,False,False,True,False
3097,True,False,True,False
3098,False,False,True,False
3099,False,False,True,False
3100,False,True,True,False
3101,False,True,True,True
3102,False,True,True,True
3103,False,False,True,False
3104,False,False,True,False
3105,True,True,True,True
3106,True,True,True,False
3107,False,False,True,False
3108,False,True,True,True
3109,True,True,True,True
3110,True,False,True,False
3111,False,False,True,False
3112,False,False,True,False
3113,False,True,True,True
3114,False,False,True,False
3115,True,False,True,False
3116,True,False,True,False
3117,True,False,True,False
3118,False,False,True,False
3119,False,False,True,False
3120,False,False,True,False
3121,True,True,True,False
3122,False,False,True,False
3123,False,False,True,False
3124,False,False,True,False
3125,False,False,True,False
3126,False,False,True,False
3127,False,False,True,False
3128,True,False,True,False
3129,False,False,True,False
3130,False,False,True,False
3131,False,False,True,False
3132,False,False,True,False
3133,False,False,True,True
3134,False,True,True,False
3135,False,False,True,False
3136,True,True,True,True
3137,True,True,True,True
3138,True,True,True,True
3139,True,True,True,True
3140,False,True,True,True
3141,False,True,True,True
3142,False,True,True,False
3143,False,True,True,True
3144,False,False,True,False
3145,False,True,True,True
3146,True,True,True,True
3147,False,True,True,True
3148,True,False,True,False
3149,False,True,True,False
3150,True,False,True,False
3151,True,True,True,True
3152,False,False,True,False
3153,True,False,True,False
3154,False,True,True,True
3155,False,True,True,True
3156,False,True,True,False
3157,False,False,True,False
3158,False,True,True,False
3159,True,True,True,True
3160,True,True,True,True
3161,True,True,True,False
3162,False,False,True,False
3163,False,False,True,False
3164,False,False,True,False
3165,False,False,True,False
3166,True,False,True,False
3167,False,False,True,False
3168,True,False,True,False
3169,True,False,True,False
3170,False,False,True,False
3171,False,False,True,False
3172,True,False,True,False
3173,False,True,True,True
3174,False,False,True,False
3175,False,False,True,False
3176,True,False,True,False
3177,False,False,True,False
3178,False,False,True,False
3179,False,False,True,False
3180,False,False,True,False
3181,False,False,True,False
3182,False,False,True,False
3183,False,False,True,False
3184,False,True,True,False
3185,False,True,True,False
3186,True,True,True,False
3187,False,False,True,False
3188,False,False,True,False
3189,False,False,True,False
3190,False,False,True,False
3191,False,False,True,False
3192,False,False,True,False
3193,False,False,True,False
3194,False,False,True,False
3195,False,False,True,False
3196,True,False,True,False
3197,False,False,True,False
3198,False,False,True,False
3199,False,False,True,False
3200,True,False,True,False
3201,False,True,True,True
3202,False,True,True,False
3203,True,True,True,True
3204,True,True,True,False
3205,False,True,True,False
3206,False,True,True,False
3207,False,False,True,False
3208,False,False,True,False
3209,False,False,True,False
3210,False,True,True,True
3211,True,True,True,True
3212,True,False,True,False
3213,True,True,True,True
3214,True,False,True,False
3215,False,False,True,False
3216,False,False,True,False
3217,False,False,True,False
3218,False,False,True,False
3219,False,False,True,False
3220,False,False,True,False
3221,False,False,True,False
3222,False,False,True,False
3223,True,False,True,False
3224,True,True,True,True
